onset	duration	eventnumber	condition	conditionlabel	istarget	presentationnumber	sequencenumber	stimC	stimL	stimR	streamnumber	stimnameL	stimnameR	stimnameC	response	rt	correct	time_stimon	time_stimoff	stimdur
81494	100	184	2	left-right	0	184	4	-1	44	-1	0	tool_6_lower		NaN	0	0	0	67.5331360264681	67.6331379038165	0.100001877348404
81694	100	185	2	left-right	0	185	4	-1	-1	26	0		fish_3_upper	NaN	0	0	0	67.7331463639857	67.833159944159	0.100013580173254
81894	100	186	2	left-right	0	186	4	-1	-1	20	0		stim021_inanimate_tools_1.png	NaN	0	0	0	67.933144267241	68.0331473635742	0.100003096333239
82094	100	187	2	left-right	0	187	4	-1	21	-1	0	stim022_inanimate_tools_2.png		NaN	0	0	0	68.1331541170948	68.2331903715967	0.100036254501902
82294	100	188	2	left-right	0	188	4	-1	-1	25	0		fish_2_lower_it	NaN	0	0	0	68.3331963936798	68.433189493895	0.0999931002152152
82494	100	189	2	left-right	0	189	4	-1	27	-1	0	fish_4_upper_it		NaN	0	0	0	68.5331686969148	68.633191541885	0.100022844970226
82694	100	190	2	left-right	0	190	4	-1	-1	8	0		stim009_animate_face_1.png	NaN	0	0	0	68.7332002458861	68.833190907957	0.0999906620709226
82894	100	191	2	left-right	0	191	4	-1	14	-1	0	stim015_inanimate_boats_3.png		NaN	0	0	0	68.9332027814817	69.0332051464356	0.10000236495398
88544	100	192	2	left-right	0	0	2	-1	42	-1	1	tree_7_upper		NaN	0	0	0	74.5833556622383	74.6833536386257	0.0999979763873853
88744	100	193	2	left-right	0	1	2	-1	-1	18	1		stim019_inanimate_tree_3.png	NaN	0	0	0	74.7833501521382	74.8833510542172	0.100000902079046
88944	100	194	2	left-right	0	2	2	-1	26	-1	1	fish_3_upper		NaN	0	0	0	74.9833553696517	75.0833540774765	0.0999987078248523
89144	100	195	2	left-right	0	3	2	-1	-1	30	1		bird_4_upper	NaN	0	0	0	75.1833542481181	75.2833622207399	0.100007972621825
89344	100	196	2	left-right	0	4	2	-1	-1	19	1		stim020_inanimate_tree_4.png	NaN	0	0	0	75.3833758009132	75.4833584172884	0.0999826163752005
89544	100	197	2	left-right	0	5	2	-1	27	-1	1	fish_4_upper_it		NaN	0	0	0	75.5833810184267	75.6833755814587	0.0999945630319417
89744	100	198	2	left-right	0	6	2	-1	-1	42	1		tree_7_upper	NaN	0	0	0	75.7833872112096	75.8833925018553	0.10000529064564
89944	100	199	2	left-right	0	7	2	-1	28	-1	1	bird_2_lower		NaN	0	0	0	75.9833977925009	76.0833921117592	0.0999943192582577
90144	100	200	2	left-right	0	8	2	-1	-1	2	1		stim003_animate_fish_3.png	NaN	0	0	0	76.1833942328813	76.2833900150144	0.0999957821331918
90344	100	201	2	left-right	0	9	2	-1	10	-1	1	stim011_animate_face_3.png		NaN	0	0	0	76.3834021323128	76.4833923067781	0.0999901744653471
90544	100	202	2	left-right	0	10	2	-1	-1	36	1		boat_4_lower	NaN	0	0	0	76.5834085688693	76.6833785072085	0.0999699383391999
90744	100	203	2	left-right	0	11	2	-1	33	-1	1	face_4_lower_it		NaN	0	0	0	76.7834115921287	76.8834161513951	0.100004559266381
90944	100	204	2	left-right	0	12	2	-1	6	-1	1	stim007_animate_bird_3.png		NaN	0	0	0	76.9834155905992	77.083420881303	0.100005290703848
91144	100	205	2	left-right	0	13	2	-1	-1	8	1		stim009_animate_face_1.png	NaN	0	0	0	77.1834227585932	77.2834314625943	0.100008704001084
91344	100	206	2	left-right	0	14	2	-1	44	-1	1	tool_6_lower		NaN	0	0	0	77.3834318770678	77.4834274153691	0.0999955383013003
91544	100	207	2	left-right	0	15	2	-1	-1	34	1		face_5_upper	NaN	0	0	0	77.5834336812841	77.6834316576715	0.0999979763873853
91744	100	208	2	left-right	0	16	2	-1	43	-1	1	tree_8_upper_it		NaN	0	0	0	77.7834250016604	77.8834483342362	0.100023332575802
91944	100	209	2	left-right	0	17	2	-1	-1	26	1		fish_3_upper	NaN	0	0	0	77.9834370458266	78.083440142218	0.100003096391447
92144	100	210	2	left-right	0	18	2	-1	-1	20	1		stim021_inanimate_tools_1.png	NaN	0	0	0	78.183446408133	78.2834458473953	0.0999994392623194
92344	100	211	2	left-right	0	19	2	-1	24	-1	1	fish_1_lower		NaN	0	0	0	78.383458939963	78.4834554534755	0.0999965135124512
92544	100	212	2	left-right	0	20	2	-1	34	-1	1	face_5_upper		NaN	0	0	0	78.5834551365115	78.6834692042903	0.100014067778829
92744	100	213	2	left-right	0	21	2	-1	-1	41	1		tree_6_lower_it	NaN	0	0	0	78.7834732759511	78.8834736904246	0.10000041447347
92944	100	214	2	left-right	0	22	2	-1	47	-1	1	tool_9_upper_it		NaN	0	0	0	78.9834563067998	79.0834552583983	0.0999989515985362
93144	100	215	2	left-right	0	23	2	-1	-1	40	1		tree_5_lower	NaN	0	0	0	79.1834605491022	79.2834980225889	0.100037473486736
93344	100	216	2	left-right	0	24	2	-1	12	-1	1	stim013_inanimate_boats_1.png		NaN	0	0	0	79.3834684485337	79.4834827601444	0.100014311610721
93544	100	217	2	left-right	0	25	2	-1	-1	27	1		fish_4_upper_it	NaN	0	0	0	79.5834858565358	79.6834940728731	0.100008216337301
93744	100	218	2	left-right	0	26	2	-1	-1	1	1		stim002_animate_fish_2.png	NaN	0	0	0	79.7834757140372	79.8834763723426	0.100000658305362
93944	100	219	2	left-right	0	27	2	-1	2	-1	1	stim003_animate_fish_3.png		NaN	0	0	0	79.9834826381993	80.0834611098398	0.0999784716404974
94144	100	220	2	left-right	0	28	2	-1	-1	5	1		stim006_animate_bird_2.png	NaN	0	0	0	80.183505897643	80.2835036301985	0.0999977325554937
94344	100	221	2	left-right	0	29	2	-1	46	-1	1	tool_8_upper		NaN	0	0	0	80.383476981835	80.4834922687151	0.10001528688008
94544	100	222	2	left-right	0	30	2	-1	-1	23	1		stim024_inanimate_tools_4.png	NaN	0	0	0	80.5835109688924	80.6835140652838	0.100003096391447
94744	100	223	2	left-right	0	31	2	-1	36	-1	1	boat_4_lower		NaN	0	0	0	80.7835347159416	80.8835231837584	0.0999884678167291
94944	100	224	2	left-right	0	32	2	-1	41	-1	1	tree_6_lower_it		NaN	0	0	0	80.9835179906222	81.0835247441428	0.100006753520574
95144	100	225	2	left-right	0	33	2	-1	-1	14	1		stim015_inanimate_boats_3.png	NaN	0	0	0	81.1835171128623	81.2835343502229	0.100017237360589
95344	100	226	2	left-right	0	34	2	-1	-1	43	1		tree_8_upper_it	NaN	0	0	0	81.3835408599116	81.4835242077243	0.0999833478126675
95544	100	227	2	left-right	0	35	2	-1	25	-1	1	fish_2_lower_it		NaN	0	0	0	81.5835285231587	81.6835433224333	0.100014799274504
95744	100	228	2	left-right	0	36	2	-1	45	-1	1	tool_7_lower_it		NaN	0	0	0	81.78354958829	81.8835458580288	0.0999962697387673
95944	100	229	2	left-right	0	37	2	-1	-1	17	1		stim018_inanimate_tree_2.png	NaN	0	0	0	81.983550417237	82.0835444926633	0.0999940754263662
96144	100	230	2	left-right	0	38	2	-1	-1	4	1		stim005_animate_bird_1.png	NaN	0	0	0	82.1835390557535	82.2835614130599	0.100022357306443
96344	100	231	2	left-right	0	39	2	-1	7	-1	1	stim008_animate_bird_4.png		NaN	0	0	0	82.3835645094514	82.4835749201011	0.100010410649702
96544	100	232	2	left-right	0	40	2	-1	4	-1	1	stim005_animate_bird_1.png		NaN	0	0	0	82.5835592431831	82.6835603890941	0.100001145910937
96744	100	233	2	left-right	0	41	2	-1	-1	44	1		tool_6_lower	NaN	0	0	0	82.7835698244744	82.8835575608537	0.0999877363792621
96944	100	234	2	left-right	0	42	2	-1	8	-1	1	stim009_animate_face_1.png		NaN	0	0	0	82.9835813810932	83.0835796012543	0.0999982201610692
97144	100	235	2	left-right	0	43	2	-1	-1	11	1		stim012_animate_face_4.png	NaN	0	0	0	83.1835583166685	83.283574334986	0.100016018317547
97344	100	236	2	left-right	0	44	2	-1	13	-1	1	stim014_inanimate_boats_2.png		NaN	0	0	0	83.3835869399481	83.4835810153745	0.0999940754263662
97544	100	237	2	left-right	0	45	2	-1	-1	3	1		stim004_animate_fish_4.png	NaN	0	0	0	83.5835811860161	83.6835937909782	0.100012604962103
97744	100	238	2	left-right	0	46	2	-1	16	-1	1	stim017_inanimate_tree_1.png		NaN	0	0	0	83.7835971311433	83.8835990084917	0.100001877348404
97944	100	239	2	left-right	0	47	2	-1	-1	35	1		face_6_upper_it	NaN	0	0	0	83.9836079563247	84.0836049574427	0.0999970011180267
98144	100	240	2	left-right	0	48	2	-1	32	-1	1	face_3_lower		NaN	0	0	0	84.1835995204747	84.2836018854287	0.10000236495398
98344	100	241	2	left-right	0	49	2	-1	-1	25	1		fish_2_lower_it	NaN	0	0	0	84.3836132713477	84.4836144172587	0.100001145910937
98544	100	242	2	left-right	0	50	2	-1	20	-1	1	stim021_inanimate_tools_1.png		NaN	0	0	0	84.5836401879205	84.6835923281033	0.0999521401827224
98744	100	243	2	left-right	0	51	2	-1	-1	15	1		stim016_inanimate_boats_4.png	NaN	0	0	0	84.7836278511677	84.8836270465981	0.0999991954304278
98944	100	244	2	left-right	0	52	2	-1	-1	22	1		stim023_inanimate_tools_3.png	NaN	0	0	0	84.9836303867633	85.0836186107481	0.0999882239848375
99144	100	245	2	left-right	NaN	53	2	-1	21	-1	1	stim022_inanimate_tools_2.png		NaN	0	0	0	85.1836421871558	85.2836265101796	0.0999843230238184
99344	100	246	2	left-right	0	54	2	-1	35	-1	1	face_6_upper_it		NaN	0	0	0	85.3836422846653	85.4836422115332	0.0999999268678948
99544	100	247	2	left-right	0	55	2	-1	-1	13	1		stim014_inanimate_boats_2.png	NaN	1	0.392275822698139	1	85.5836445764871	85.6836503547966	0.100005778309423
99744	100	248	2	left-right	0	56	2	-1	3	-1	1	stim004_animate_fish_4.png		NaN	0	0	0	85.7836317521287	85.8836526465602	0.100020894431509
99944	100	249	2	left-right	0	57	2	-1	-1	12	1		stim013_inanimate_boats_1.png	NaN	0	0	0	85.9836552553461	86.0836568888626	0.100001633516513
100144	100	250	2	left-right	0	58	2	-1	-1	6	1		stim007_animate_bird_3.png	NaN	0	0	0	86.1836685185554	86.2836538168485	0.099985298293177
100345	100	251	2	left-right	0	59	2	-1	37	-1	1	boat_5_lower_it		NaN	0	0	0	86.3836420408916	86.483642455365	0.10000041447347
100544	100	252	2	left-right	0	60	2	-1	31	-1	1	bird_5_upper_it		NaN	0	0	0	86.5836475021788	86.6836654709768	0.100017968798056
100745	100	253	2	left-right	0	61	2	-1	-1	45	1		tool_7_lower_it	NaN	0	0	0	86.7836849025916	86.8836799532291	0.0999950506375171
100944	100	254	2	left-right	0	62	2	-1	9	-1	1	stim010_animate_face_2.png		NaN	0	0	0	86.983682562015	87.0836873650551	0.100004803040065
101145	100	255	2	left-right	0	63	2	-1	-1	29	1		bird_3_lower_it	NaN	0	0	0	87.1836931433645	87.2836608873331	0.0999677439685911
101345	100	256	2	left-right	0	64	2	-1	0	-1	1	stim001_animate_fish_1.png		NaN	0	0	0	87.3836922656046	87.4836990191252	0.100006753520574
101545	100	257	2	left-right	0	65	2	-1	-1	33	1		face_4_lower_it	NaN	0	0	0	87.5836833422072	87.6836991166929	0.100015774485655
101745	100	258	2	left-right	0	66	2	-1	-1	39	1		boat_7_upper_it	NaN	0	0	0	87.783705138776	87.8836921437178	0.099987004941795
101945	100	259	2	left-right	0	67	2	-1	11	-1	1	stim012_animate_face_4.png		NaN	0	0	0	87.9837086496409	88.0836766374414	0.0999679878004827
102145	100	260	2	left-right	NaN	68	2	-1	17	-1	1	stim018_inanimate_tree_2.png		NaN	0	0	0	88.1836989947478	88.2837142816279	0.10001528688008
102345	100	261	2	left-right	0	69	2	-1	-1	28	1		bird_2_lower	NaN	0	0	0	88.3837100637029	88.483725350583	0.10001528688008
102545	100	262	2	left-right	0	70	2	-1	-1	10	1		stim011_animate_face_3.png	NaN	1	0.39232629124308	1	88.5837152812164	88.6837291052216	0.100013824005146
102745	100	263	2	left-right	0	71	2	-1	1	-1	1	stim002_animate_fish_2.png		NaN	0	0	0	88.7837339082616	88.8837340789614	0.100000170699786
102945	100	264	2	left-right	0	72	2	-1	22	-1	1	stim023_inanimate_tools_3.png		NaN	0	0	0	88.9837425391306	89.0837402716861	0.0999977325554937
103145	100	265	2	left-right	0	73	2	-1	-1	47	1		tool_9_upper_it	NaN	0	0	0	89.1837438557413	89.2837462206371	0.100002364895772
103345	100	266	2	left-right	0	74	2	-1	-1	24	1		fish_1_lower	NaN	0	0	0	89.3837502922979	89.4837490001228	0.0999987078248523
103545	100	267	2	left-right	0	75	2	-1	19	-1	1	stim020_inanimate_tree_4.png		NaN	0	0	0	89.5837562412489	89.6837566557224	0.10000041447347
103745	100	268	2	left-right	0	76	2	-1	5	-1	1	stim006_animate_bird_2.png		NaN	0	0	0	89.7837570701959	89.8837394427392	0.0999823725433089
103945	100	269	2	left-right	0	77	2	-1	-1	16	1		stim017_inanimate_tree_1.png	NaN	0	0	0	89.9837605810608	90.0837451479165	0.09998456685571
104145	100	270	2	left-right	0	78	2	-1	29	-1	1	bird_3_lower_it		NaN	0	0	0	90.1837692119298	90.2837745025754	0.10000529064564
104345	100	271	2	left-right	0	79	2	-1	-1	38	1		boat_6_upper	NaN	0	0	0	90.3837795494474	90.4837789886515	0.0999994392041117
104545	100	272	2	left-right	0	80	2	-1	40	-1	1	tree_5_lower		NaN	0	0	0	90.5837852545665	90.6837673833361	0.099982128769625
104745	100	273	2	left-right	0	81	2	-1	-1	0	1		stim001_animate_fish_1.png	NaN	0	0	0	90.7837704797275	90.8837879608618	0.100017481134273
104945	100	274	2	left-right	0	82	2	-1	-1	7	1		stim008_animate_bird_4.png	NaN	0	0	0	90.9837930077338	91.0840564926038	0.100263484870084
105145	100	275	2	left-right	0	83	2	-1	30	-1	1	bird_4_upper		NaN	0	0	0	91.1837957871612	91.2837681635283	0.0999723763670772
105345	100	276	2	left-right	0	84	2	-1	-1	32	1		face_3_lower	NaN	0	0	0	91.3837995417998	91.4838036134024	0.100004071602598
105545	100	277	2	left-right	0	85	2	-1	23	-1	1	stim024_inanimate_tools_4.png		NaN	0	0	0	91.5838079288369	91.6838061490562	0.0999982202192768
105745	100	278	2	left-right	0	86	2	-1	14	-1	1	stim015_inanimate_boats_3.png		NaN	0	0	0	91.7838090016157	91.8838169741794	0.100007972563617
105945	100	279	2	left-right	NaN	87	2	-1	-1	9	1		stim010_animate_face_2.png	NaN	0	0	0	91.9838166572154	92.0838168279151	0.100000170699786
106145	100	280	2	left-right	0	88	2	-1	-1	37	1		boat_5_lower_it	NaN	0	0	0	92.1838211433496	92.2838208263856	0.0999996830360033
106345	100	281	2	left-right	0	89	2	-1	18	-1	1	stim019_inanimate_tree_3.png		NaN	1	0.392211944563314	1	92.3837895456236	92.4838287258171	0.100039180193562
106545	100	282	2	left-right	0	90	2	-1	-1	46	1		tool_8_upper	NaN	0	0	0	92.5838342602947	92.6838356499793	0.100001389684621
106745	100	283	2	left-right	0	91	2	-1	15	-1	1	stim016_inanimate_boats_4.png		NaN	0	0	0	92.7838587387232	92.8838296522736	0.0999709135503508
106945	100	284	2	left-right	0	92	2	-1	38	-1	1	boat_6_upper		NaN	0	0	0	92.9838390877121	93.0838299936149	0.0999909059028141
107145	100	285	2	left-right	0	93	2	-1	-1	21	1		stim022_inanimate_tools_2.png	NaN	0	0	0	93.1838489376241	93.2838505711406	0.100001633516513
107345	100	286	2	left-right	0	94	2	-1	-1	31	1		bird_5_upper_it	NaN	0	0	0	93.3838607379585	93.483849693439	0.0999889554805122
107545	100	287	2	left-right	0	95	2	-1	39	-1	1	boat_7_upper_it		NaN	0	0	0	93.5838462069514	93.6838700271328	0.100023820181377
107745	100	288	2	left-right	0	96	2	-1	24	-1	1	fish_1_lower		NaN	0	0	0	93.7838731235242	93.8838825589628	0.100009435438551
107945	100	289	2	left-right	0	97	2	-1	-1	35	1		face_6_upper_it	NaN	0	0	0	93.9838698076783	94.0838699783781	0.100000170699786
108145	100	290	2	left-right	0	98	2	-1	43	-1	1	tree_8_upper_it		NaN	0	0	0	94.1838755128556	94.2838759273291	0.10000041447347
108345	100	291	2	left-right	0	99	2	-1	-1	21	1		stim022_inanimate_tools_2.png	NaN	0	0	0	94.3838802427636	94.4838821200537	0.100001877290197
108545	100	292	2	left-right	0	100	2	-1	-1	10	1		stim011_animate_face_3.png	NaN	0	0	0	94.5838861917146	94.6838802671409	0.0999940754263662
108745	100	293	2	left-right	0	101	2	-1	17	-1	1	stim018_inanimate_tree_2.png		NaN	0	0	0	94.7838840949116	94.8838842656114	0.100000170699786
108945	100	294	2	left-right	0	102	2	-1	-1	0	1		stim001_animate_fish_1.png	NaN	0	0	0	94.9838927257806	95.0838987478637	0.100006022083107
109145	100	295	2	left-right	0	103	2	-1	32	-1	1	face_3_lower		NaN	0	0	0	95.1839062328218	95.2839056720841	0.0999994392623194
109345	100	296	2	left-right	0	104	2	-1	-1	31	1		bird_5_upper_it	NaN	0	0	0	95.3839058427257	95.4839147905586	0.100008947832976
109545	100	297	2	left-right	0	105	2	-1	20	-1	1	stim021_inanimate_tools_1.png		NaN	0	0	0	95.5839078907156	95.6839109871071	0.100003096391447
109745	100	298	2	left-right	NaN	106	2	-1	-1	40	1		tree_5_lower	NaN	0	0	0	95.7839221291943	95.8839225436677	0.10000041447347
109945	100	299	2	left-right	0	107	2	-1	5	-1	1	stim006_animate_bird_2.png		NaN	0	0	0	95.9839229581412	96.0839053307427	0.0999823726015165
110145	100	300	2	left-right	0	108	2	-1	9	-1	1	stim010_animate_face_2.png		NaN	1	0.300179712008685	1	96.1839264690061	96.2839261521003	0.0999996830942109
110345	100	301	2	left-right	0	109	2	-1	-1	15	1		stim016_inanimate_boats_4.png	NaN	0	0	0	96.3839192522573	96.4839333200944	0.100014067837037
110545	100	302	2	left-right	0	110	2	-1	13	-1	1	stim014_inanimate_boats_2.png		NaN	0	0	0	96.5839395859512	96.6839397566509	0.100000170699786
110745	100	303	2	left-right	0	111	2	-1	-1	18	1		stim019_inanimate_tree_3.png	NaN	0	0	0	96.7839452911285	96.8839449741645	0.0999996830360033
110945	100	304	2	left-right	0	112	2	-1	28	-1	1	bird_2_lower		NaN	0	0	0	96.9839507524739	97.0839509231155	0.100000170641579
111145	100	305	2	left-right	0	113	2	-1	-1	19	1		stim020_inanimate_tree_4.png	NaN	0	0	0	97.1839574328042	97.283961504465	0.100004071660805
111345	100	306	2	left-right	0	114	2	-1	-1	29	1		bird_3_lower_it	NaN	0	0	0	97.3839641131926	97.483960870537	0.0999967573443428
111545	100	307	2	left-right	0	115	2	-1	39	-1	1	boat_7_upper_it		NaN	0	0	0	97.583973719331	97.6839638937963	0.0999901744653471
111745	100	308	2	left-right	0	116	2	-1	8	-1	1	stim009_animate_face_1.png		NaN	0	0	0	97.7839752796572	97.8839652103488	0.0999899306916632
111945	100	309	2	left-right	0	117	2	-1	-1	44	1		tool_6_lower	NaN	0	0	0	97.9839780591428	98.0839599440806	0.0999818849377334
112145	100	310	2	left-right	0	118	2	-1	41	-1	1	tree_6_lower_it		NaN	0	0	0	98.1839805947384	98.2839827158605	0.100002121122088
112345	100	311	2	left-right	0	119	2	-1	-1	12	1		stim013_inanimate_boats_1.png	NaN	0	0	0	98.3839687455911	98.4839862267254	0.100017481134273
112545	100	312	2	left-right	0	120	2	-1	23	-1	1	stim024_inanimate_tools_4.png		NaN	0	0	0	98.5839922488085	98.6839919319027	0.0999996830942109
112745	100	313	2	left-right	0	121	2	-1	-1	38	1		boat_6_upper	NaN	0	0	0	98.7840008796775	98.8839981246274	0.0999972449499182
112945	100	314	2	left-right	0	122	2	-1	-1	47	1		tool_9_upper_it	NaN	0	0	0	98.9840046343743	99.0839721345692	0.0999675001949072
113145	100	315	2	left-right	0	123	2	-1	32	-1	1	face_3_lower		NaN	0	0	0	99.1840142404544	99.2839944187435	0.0999801782891154
113345	100	316	2	left-right	0	124	2	-1	-1	0	1		stim001_animate_fish_1.png	NaN	0	0	0	99.3840170198819	99.4840179219609	0.100000902079046
113545	100	317	2	left-right	0	125	2	-1	18	-1	1	stim019_inanimate_tree_3.png		NaN	0	0	0	99.5840212621843	99.6840219204314	0.100000658247154
113745	100	318	2	left-right	0	126	2	-1	-1	14	1		stim015_inanimate_boats_3.png	NaN	0	0	0	99.784025992034	99.8840385969961	0.100012604962103
113945	100	319	2	left-right	0	127	2	-1	42	-1	1	tree_7_upper		NaN	0	0	0	99.9840368172154	100.084035281208	0.0999984639929608
114145	100	320	2	left-right	0	128	2	-1	46	-1	1	tool_8_upper		NaN	0	0	0	100.184029112803	100.284036841593	0.100007728789933
114345	100	321	2	left-right	0	129	2	-1	-1	36	1		boat_4_lower	NaN	0	0	0	100.384036768461	100.484035476227	0.0999987077666447
114545	100	322	2	left-right	0	130	2	-1	-1	39	1		boat_7_upper_it	NaN	0	0	0	100.584044911666	100.684048495663	0.100003583997022
114745	100	323	2	left-right	0	131	2	-1	14	-1	1	stim015_inanimate_boats_3.png		NaN	0	0	0	100.78404744732	100.884052981797	0.100005534477532
114945	100	324	2	left-right	0	132	2	-1	13	-1	1	stim014_inanimate_boats_2.png		NaN	0	0	0	100.984056565794	101.08405624883	0.0999996830360033
115145	100	325	2	left-right	0	133	2	-1	-1	25	1		fish_2_lower_it	NaN	0	0	0	101.184067147085	101.284023675893	0.0999565288075246
115345	100	326	2	left-right	0	134	2	-1	-1	1	1		stim002_animate_fish_2.png	NaN	0	0	0	101.384067000821	101.484067171463	0.100000170641579
115545	100	327	2	left-right	0	135	2	-1	22	-1	1	stim023_inanimate_tools_3.png		NaN	0	0	0	101.584074656421	101.68407848425	0.100003827828914
115745	100	328	2	left-right	0	136	2	-1	33	-1	1	face_4_lower_it		NaN	0	0	0	101.78407767968	101.884103694174	0.100026014493778
115945	100	329	2	left-right	0	137	2	-1	-1	23	1		stim024_inanimate_tools_4.png	NaN	0	0	0	101.984084360069	102.084093307843	0.100008947774768
116145	100	330	2	left-right	0	138	2	-1	28	-1	1	bird_2_lower		NaN	0	0	0	102.18407421757	102.284066342516	0.0999921249458566
116345	100	331	2	left-right	0	139	2	-1	-1	47	1		tool_9_upper_it	NaN	0	0	0	102.384069195075	102.484080337221	0.100011142145377
116545	100	332	2	left-right	0	140	2	-1	7	-1	1	stim008_animate_bird_4.png		NaN	0	0	0	102.584085627866	102.684095063305	0.100009435438551
116745	100	333	2	left-right	0	141	2	-1	-1	16	1		stim017_inanimate_tree_1.png	NaN	0	0	0	102.784091576817	102.884091747459	0.100000170641579
116945	100	334	2	left-right	0	142	2	-1	26	-1	1	fish_3_upper		NaN	0	0	0	102.984103864816	103.08408550598	0.0999816411640495
117145	100	335	2	left-right	0	143	2	-1	-1	37	1		boat_5_lower_it	NaN	0	0	0	103.184089577582	103.284095843497	0.100006265914999
117345	100	336	2	left-right	0	144	2	-1	2	-1	1	stim003_animate_fish_3.png		NaN	0	0	0	103.384096501744	103.484096184839	0.0999996830942109
117545	100	337	2	left-right	0	145	2	-1	-1	6	1		stim007_animate_bird_3.png	NaN	0	0	0	103.584099281172	103.68410408427	0.100004803098273
117745	100	338	2	left-right	0	146	2	-1	9	-1	1	stim010_animate_face_2.png		NaN	0	0	0	103.784110593959	103.884120517003	0.100009923044126
117945	100	339	2	left-right	0	147	2	-1	-1	25	1		fish_2_lower_it	NaN	0	0	0	103.984111910511	104.084112568817	0.100000658305362
118145	100	340	2	left-right	0	148	2	-1	-1	4	1		stim005_animate_bird_1.png	NaN	0	0	0	104.184122491861	104.284494959633	0.100372467772104
118345	100	341	2	left-right	0	149	2	-1	34	-1	1	face_5_upper		NaN	0	0	0	104.384123320808	104.484124466719	0.100001145910937
118545	100	342	2	left-right	NaN	150	2	-1	2	-1	1	stim003_animate_fish_3.png		NaN	0	0	0	104.584131464071	104.684128465189	0.0999970011180267
118745	100	343	2	left-right	0	151	2	-1	-1	34	1		face_5_upper	NaN	0	0	0	104.784132536792	104.88413246366	0.0999999268678948
